TIME_UTC, LATENCY_AVG, NUM_MESSAGES
19:59:18, 113.4593713620489, 4295.0
19:59:19, 113.08310749774165, 4428.0
19:59:20, 114.14796971782519, 4359.0
19:59:21, 115.6750629722922, 4367.0
19:59:22, 111.6686230248307, 4430.0
19:59:23, 113.82923008057297, 4468.0
19:59:24, 112.60592830882354, 4352.0
19:59:25, 115.10054595086443, 4396.0
19:59:26, 113.1866515837104, 4420.0
19:59:27, 113.68626996990044, 4319.0
19:59:28, 115.45616845960174, 4369.0
19:59:29, 114.78275862068965, 4350.0
19:59:30, 114.52106838590836, 4343.0
19:59:31, 116.05376101197199, 4427.0
19:59:32, 113.25891009427454, 4349.0
19:59:33, 110.29710610932476, 1555.0
19:59:34, 236.13817462560044, 3539.0
19:59:35, 115.65135507579238, 4354.0
19:59:36, 113.08516988062442, 4356.0
19:59:37, 112.78179775280898, 4450.0
19:59:38, 113.31892629663331, 4396.0
19:59:39, 113.47323436797122, 4446.0
19:59:40, 137.15975162291844, 3543.0
19:59:41, 113.24778956675509, 4524.0
19:59:42, 112.5304114490161, 4472.0
19:59:43, 116.49435028248588, 4248.0
19:59:44, 115.96175504458002, 4262.0
19:59:45, 115.78048225659691, 4396.0
19:59:46, 116.21723896285914, 4281.0
19:59:47, 112.25738111336489, 4437.0
19:59:48, 115.44888068312947, 4333.0
19:59:49, 115.42246111619396, 4372.0
19:59:50, 114.14786620530565, 4335.0
19:59:51, 113.90044843049327, 4460.0
19:59:52, 115.3135184760156, 4357.0
19:59:53, 111.40018231540566, 4388.0
